birth,gender,sexuality,ethnicity,childhood,religion,politics,parent_edu,parent_north_amer,household_inc,parent_stem,family_funded,hs_avg,hs_extrac,hs_accel,discovery,fac_apps,industry_goal,job_search_1a,job_search_1b,job_search_2a,job_search_2b,job_search_3a,job_search_3b,industry_1a,industry_1b,industry_2a,industry_2b,industry_3a,industry_3b,city_1a,city_1b,city_2a,city_2b,city_3a,city_3b,salary_1a,currency_1a,salary_1b,currency_1b,salary_2a,currency_2a,salary_2b,currency_2b,salary_3a,currency_3a,salary_3b,currency_3b,negotiate,negotiate_add,uni_fund,company_1a,company_1b,company_2a,company_2b,company_3a,company_3b,avg_1a,avg_1b,avg_2a,avg_2b,avg_3a,avg_3b,avg_4a,avg_4b_estim,avg_4a_cumul,avg_4b_cumul_estim,rent_1a,rent_1b,rent_2a,rent_2b,rent_3a,rent_3b,rent_4a,rent_4b,stress_1a,stress_1b,stress_2a,stress_2b,stress_3a,stress_3b,stress_4a,stress_4b,attendance_1a,attendance_1b,attendance_2a,attendance_2b,attendance_3a,attendance_3b,attendance_4a,attendance_4b,years_to_finish,exchange,most_interesting,most_interesting_grade,most_useful,most_useful_grade,worst,worst_grade,finance,choice,cheated,cheated_form,satisfaction,useful,clique,dating,sydecest,potential,friends,closest,dating_tool,virginity,sexual_partners,drugs,alc_1,weed_1,drugs_1,alc_4,weed_4,drugs_4
1997,Female,Heterosexual,Cauasian,Other Ontario,Catholic,3,Bachelors,Yes,$100 - 150k,"Yes, engineering",0 - 25%,92,"Organized sports, Local volunteering, Student club member, Music, Theatre, Non-engineering related job","IB, Extended French",Website/research,None,Biology,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Mechanical,Software,UI/UX Design,Other,Research,Product Management,Other Ontario,Other Ontario,Other Canada,Other Ontario,Other International,GTA,16,cad,17,cad,19,cad,20,cad,,,25,cad,Yes,,"Family, Co-op, Student loans, Scholarships, RESP, High school savings, Part-time job",Manufacturing,Government/ Non-Profit,Manufacturing,Manufacturing,Academia/ Research,Other,75,72,65,67,67,74,85,75,72,72,$600 - 700/month,$600 - 700/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,7,7,7,8,9,7,5,4,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Most of the time,4,None,MUSIC 246,89,SYDE 162,80,SYDE 283,42,$10 - 20k loans/debt,Systems Design Engineering,Cheated on a midterm/final,Unauthorized use of previous terms' materials,8,9,6,1,No,2,5-10,4,"Online dating (i.e. Tinder, Hinge, Bumble)",University,1,Alcohol,Once or twice a term,Never,Never,Once or twice a term,Never,Never
1997,Male,Heterosexual,Cauasian,Other Ontario,Atheist,2,Bachelors,Yes,$150 - 200k,"Yes, engineering",25 - 50%,95,"Leadership program, Student club member, Music, Non-engineering related job",None,Website/research,None,Hardware,Networking/ Referral,Waterloo Works,Waterloo Works,Waterloo Works,Previous Employer,Waterloo Works,Hardware,Software,Software,Software,Software,Software,Other Ontario,Other Ontario,KW,KW,KW,GTA,14,cad,18,cad,21,cad,25,cad,27,cad,35,cad,No,,"Family, Co-op, Student loans, Scholarships, RESP, High school savings",Consulting,Healthcare/ Biotech,Manufacturing,Software,Software,Software,79.7,87.1,84.6,81,82.6,82.5,85.2,82,83.2,83,> $800/ month,> $800/ month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,8,6,8,9,10,9,8,4,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Occasionally,5,None,MUSIC 246,90,SYDE 223,84,SYDE 262,86,> $20k savings,Mechatronics Engineering,"Cheated on an assignment/project, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data",8,6,7,2,Yes,2,20-30,5,Mutual friends,University,3,"Marijuana, Alcohol",Weekly,Once or twice a term,Never,Weekly,Multiple times a week,
1997,Male,Heterosexual,Cauasian,GTA,Agnostic,2,Bachelors,Yes,$100 - 150k,"Yes, but not engineering",25 - 50%,92,"Organized sports, Student club member, Non-engineering related job",None,Word of mouth,"Science, Applied Health Science",I didnt know,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Unemployed,Software,Software,Mechanical,Hardware,UI/UX Design,Unemployed,GTA,GTA,KW,KW,GTA,Unemployed,20,cad,22,cad,,,21,cad,18,cad,,,No,,"Family, Co-op, Student loans, Scholarships, RESP, High school savings",Software,Finance,Other,Hardware,Software,Unemployed,78.8,85.3,75.6,76.9,76.2,,78.2,70,78.6,77,$700 - 800/month,,$500 - 600/month,$500 - 600/month,$500 - 600/month,$700 - 800/month,$700 - 800/month,$700 - 800/month,8,4,10,8,7,2,3,4,Almost always,Almost always,Most of the time,Most of the time,Most of the time,About half the time,About half the time,About half the time,5,UK,SYDE 162,88,SYDE 348,82,SYDE 262,70,< $10k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on a written quiz/test, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials",8,7,5,1,Yes,2,5-10,5,,Have not had sex,,"Marijuana, Alcohol",Once or twice a term,Never,Never,Weekly,Never,Never
1997,Male,Heterosexual,South Asian,Other Ontario,Hindu,3,Masters,No,$300k +,"Yes, engineering",75 - 100%,93.5,"Student club member, Religious activities",None,Word of mouth,None,Finance,Networking/ Referral,Previous Employer,Waterloo Works,External Applications,Waterloo Works,External Applications,Software,Software,Software,Software,Software,Software,Other USA,Other USA,Other USA,Cali,Cali,Seattle,16,usd,16,usd,27,usd,33,usd,50,usd,60,usd,No,,Family,Software,Software,Software,Software,Software,Software,71,73,74,72,73,72,72,72,73,73,Lived at home,Lived at home,Lived at home,Lived at home,Lived at home,Lived at home,Lived at home,Lived at home,9,7,8,8,8,8,6,3,About half the time,About half the time,About half the time,Occasionally,Occasionally,Occasionally,Occasionally,Never,5,None,SYDE 372,80,SYDE 223,84,SYDE 292,64,> $20k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on a written quiz/test, Cheated on an online quiz/test, Cheated on a midterm/final","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data",8,5,8,0,No,0,10-20,5,Mutual friends,University,1,"Marijuana, Alcohol, Cocaine",Once or twice a term,Never,Never,Weekly,Multiple times a week,Once or twice a term
1997,Male,Heterosexual,South Asian,GTA,Muslim,3,Bachelors,No,$100 - 150k,No,50 - 75%,92,"Organized sports, Religious activities",None,Word of mouth,None,Healthcare,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,External Applications,Software,Software,Software,Software,Software,Data Science,GTA,GTA,KW,KW,Cali,Cali,20,cad,22,cad,25,cad,33,cad,55,usd,45,usd,No,,"Family, Co-op, Student loans",Software,Hardware,Software,Software,Software,Healthcare/ Biotech,76,75,66,72,65,73,77,75,72,73,$600 - 700/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,< $500/ month,$600 - 700/month,9,7,8,9,10,7,4,4,Almost always,Most of the time,Most of the time,About half the time,About half the time,About half the time,Never,Occasionally,5,None,SYDE 552,75,SYDE 292,62,SYDE 383,60,< $10k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data",8,6,8,0,No,0,5-10,2,N/A,Have not had sex,0,None,Never,Never,Never,Never,Never,Never
1997,Male,Heterosexual,South Asian,KW,Sikh,2,Bachelors,No,$50 - 100k,No,50 - 75%,93,"Organized sports, Leadership program, Student club member",None,Website/research,Architecture,Arts/Media,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Networking/ Referral,Previous Employer,Software,Software,Software,Software,Product Management,Product Management,KW,GTA,GTA,GTA,GTA,GTA,,,20,cad,25,cad,30,cad,42,cad,42,cad,Yes,2,"Family, Co-op, Scholarships, RESP",Other,Software,Software,Software,Software,Software,80,78,76,76,74,76,81,92,76,78,Lived at home,Lived at home,Lived at home,Lived at home,Lived at home,Lived at home,Lived at home,Lived at home,,,,,,,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,About half the time,Most of the time,5,None,INTEG 440,98,SYDE 162,85,SYDE 283,55,< $10k savings,Systems Design Engineering,,,8,8,7,0,No,0,10-20,5,,Have not had sex,0,None,Never,Never,Never,Never,Never,Never
1997,Male,Heterosexual,South Asian,GTA,Sikh,2,Masters,No,$250 - 300k,"Yes, engineering",75 - 100%,90,None,None,Word of mouth,Math,Finance,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Previous Employer,Unemployed,Software,Software,Software,Software,Software,Unemployed,KW,GTA,Other Ontario,Cali,GTA,Unemployed,16,cad,18,cad,30,cad,45,usd,33,cad,,,No,,"Family, Co-op, Student loans",Finance,Software,Software,Software,Software,Unemployed,87,86,84,81,79,80,80,80,82,82,< $500/ month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$700 - 800/month,$700 - 800/month,10,7,6,9,9,2,1,1,Almost always,Almost always,Almost always,Almost always,Most of the time,Never,Occasionally,Occasionally,5,Singapore,SYDE 542,95,SYDE 161,92,SYDE 383,70,> $20k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on a written quiz/test, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data, Plagiarism",10,5,9,3,No,2,20-30,4,"Online dating (i.e. Tinder, Hinge, Bumble)",High school or before,3,"Marijuana, Alcohol, Tobacco, Psilocybin (magic mushrooms)",Once or twice a term,Multiple times a week,Never,Multiple times a week,Monthly,Never
1997,Male,Bisexual,East Asian,International,Spiritual but Non-religious,2,Doctorate,No,$100 - 150k,"Yes, but not engineering",25 - 50%,94,"Local volunteering, Leadership program, Student club member, Student club leader, Religious activities, Non-engineering related job",AP,Website/research,"Arts, Science",Healthcare,Waterloo Works,Previous Employer,Waterloo Works,Waterloo Works,Waterloo Works,Unemployed,Software,Software,Other,Research,Research,Unemployed,GTA,GTA,KW,GTA,GTA,Unemployed,18.5,cad,18.5,cad,19.5,cad,14,cad,24,cad,,,No,,"Family, Co-op, Student loans, Scholarships, Bursaries, RESP, Part-time job",Finance,Finance,Healthcare/ Biotech,Academia/ Research,Academia/ Research,Unemployed,88.27,88.33,85.8,87.23,90.8,,86.8,84,87.86,85.93,> $800/ month,> $800/ month,$600 - 700/month,$500 - 600/month,$500 - 600/month,,$500 - 600/month,$500 - 600/month,2,4,8,9,6,2,4,8,Almost always,Almost always,Almost always,Almost always,Almost always,Occasionally,Most of the time,About half the time,5,Switzerland,PSYCH 257,92,STAT 341,78,SYDE 283,70,> $20k loans/debt,CS,"Cheated on an assignment/project, Cheated on a written quiz/test, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data",7,5,6,4,No,3,10-20,5,"Online dating (i.e. Tinder, Hinge, Bumble)",High school or before,11,"Marijuana, Alcohol, Tobacco, Cocaine, inhalants",Monthly,Once or twice a term,Once or twice a term,Monthly,Weekly,Once or twice a term
1997,Female,Heterosexual,Southeast Asian,GTA,Catholic,2,Technical Degree,No,$50 - 100k,No,0 - 25%,89,"Local volunteering, Student club member, Music",None,Website/research,None,Academia/Research,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Software,Software,Software,Software,Software,Software,GTA,KW,GTA,KW,GTA,GTA,,,,,,,,,,,,,Yes,,"Co-op, Student loans, High school savings, Part-time job",Software,Manufacturing,Software,Software,Software,Software,,,,,,,,,,,,,,,,,,,,,,,,,,,Most of the time,Almost always,Almost always,About half the time,About half the time,About half the time,About half the time,Occasionally,5,None,,,,,,,< $10k loans/debt,Not sure,"Cheated on an assignment/project, Cheated on a written quiz/test, Cheated on an online quiz/test, Cheated on a midterm/final","Unauthorized collaboration, Unauthorized use of previous terms' materials",6,4,9,9,Yes,2,10-20,3,Mutual friends,High school or before,,Marijuana,Multiple times a week,Once or twice a term,Never,Weekly,Once or twice a term,Never
1996,Male,Heterosexual,South Asian,GTA,Hindu,3,Masters,No,$100 - 150k,"Yes, engineering",25 - 50%,95,Student club leader,None,First Year,Business,Hardware,Waterloo Works,External Applications,External Applications,Networking/ Referral,External Applications,Networking/ Referral,Software,Software,Software,Product Management,Product Management,Product Management,KW,KW,GTA,Other USA,Cali,Cali,20,cad,25,cad,25,cad,40,usd,40,usd,45,usd,Yes,,"Family, Co-op",Software,Consulting,Software,Finance,Software,Software,78,80,72,78,77,83,83,80,79,79,> $800/ month,> $800/ month,$700 - 800/month,$700 - 800/month,$600 - 700/month,$700 - 800/month,> $800/ month,> $800/ month,5,5,6,9,9,7,8,8,About half the time,About half the time,Occasionally,Occasionally,Occasionally,Never,Never,Never,5,None,SYDE 383,73,SYDE 161,72,SYDE 531,,Just breaking even,Systems Design Engineering,"Cheated on an assignment/project, Cheated on a written quiz/test, Cheated on an online quiz/test, Cheated on a midterm/final","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data, Plagiarism",8,5,8,2,No,3,5-10,3,Mutual friends,University,12,"Marijuana, Alcohol, MDMA/Ecstasy, Tobacco, Cocaine, Psilocybin (magic mushrooms), Adderall",Monthly,Never,Never,Monthly,Monthly,Monthly
1997,Female,Bisexual,Cauasian,GTA,Agnostic,1,Bachelors,Yes,$300k +,"Yes, engineering",0 - 25%,93,"Organized sports, Local volunteering, Student club leader",None,Word of mouth,Science,had no clue! ,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Previous Employer,Product Management,Product Management,UI/UX Design,Product Management,Product Management,Product Management,GTA,GTA,GTA,Seattle,Cali,Cali,18,cad,17.44,cad,20,cad,44,usd,54,usd,60,usd,Yes,6,"Family, Co-op, Scholarships, High school savings, Part-time job",Software,Software,Software,Software,Software,Software,78.54,81.25,80.4,82.31,83.8,,83.4,80,,81,$700 - 800/month,$700 - 800/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,$700 - 800/month,$700 - 800/month,$700 - 800/month,1,2,3,2,3,1,4,3,Almost always,Almost always,Almost always,Almost always,Almost always,About half the time,Almost always,Almost always,5,Sweden,SYDE 292,87,SYDE 162,90,SUDE 268,79,$10 - 20k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on a written quiz/test, Cheated on an online quiz/test, Cheated on a midterm/final","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data",9,6,9,5,No,0,30+,5,Mutual friends,University,5,Alcohol,Monthly,Never,Never,Weekly,Never,Never
1997,Female,Heterosexual,Cauasian,GTA,Christian,2,Bachelors,Yes,$300k +,"Yes, engineering",75 - 100%,97,"Organized sports, Local volunteering, Leadership program, Student club leader, Theatre",Private school,Word of mouth,Science,Healthcare,Waterloo Works,Waterloo Works,Waterloo Works,Networking/ Referral,Networking/ Referral,Networking/ Referral,Software,Product Management,Product Management,Product Management,Other,Product Management,GTA,KW,Cali,Cali,Cali,New York,15.5,cad,26,cad,44,usd,32,usd,44,usd,44,usd,Yes,,"Family, Co-op, Scholarships",Software,Software,Software,Software,Finance,Healthcare/ Biotech,86.36,87.58,85.6,83.46,85.8,,89,78,86.21,85,$600 - 700/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,$700 - 800/month,$700 - 800/month,$700 - 800/month,8,6,8,9,7,2,6,7,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,5,Sweden,SYDE 533,91,SYDE 348,85,SYDE 212,80,> $20k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials",9,8,7,0,No,1,10-20,4,"Online dating (i.e. Tinder, Hinge, Bumble)",,,Alcohol,Monthly,Never,Never,Weekly,Never,Never
1997,Female,Heterosexual,Mixed,KW,Christian,3,Masters,Yes,$150 - 200k,"Yes, but not engineering",75 - 100%,90,"Leadership program, Student club member, Student club leader, Music, Religious activities, Non-engineering related job, Engineering related job",IB,Word of mouth,"Arts, Business",Software,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Previous Employer,Hardware,Software,Software,Hardware,Software,Product Management,KW,GTA,GTA,Cali,KW,KW,15,cad,18,cad,21.65,cad,46.5,usd,21.88,cad,23.13,cad,No,,"Family, Co-op, Scholarships",Academia/ Research,Government/ Non-Profit,Hardware,Software,Software,Software,76.91,79.83,60.8,65.31,67.2,74.09,79.4,82.8,71.97,73.2,> $800/ month,> $800/ month,< $500/ month,$600 - 700/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,6,5,9,8,8,7,5,5,Almost always,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,5,None,PACS 301,90,SYDE 121,85,SYDE 283,10,$10 - 20k savings,Systems Design Engineering,Cheated on a written quiz/test,Unauthorized use of previous terms' materials,8,8,7,1,No,0,0-5,1,Mutual friends,University,1,Alcohol,Once or twice a term,Never,Never,Monthly,Never,Never
1997,Male,Heterosexual,South Asian,GTA,Hindu,2,Bachelors,No,$200 - 250k,"Yes, but not engineering",50 - 75%,95,"Organized sports, Local volunteering, Leadership program, Student club member, Student club leader, Music",IB,Family,"Business, Math",Finance,Waterloo Works,Waterloo Works,Networking/ Referral,Waterloo Works,Waterloo Works,External Applications,Software,Software,Product Management,Product Management,Product Management,Product Management,GTA,GTA,Cali,Seattle,GTA,Cali,19,cad,24,cad,44,usd,41,usd,40,cad,45,usd,No,,"Family, Co-op, Student loans",Software,Software,Software,Software,Software,Software,84.36,77.5,80.8,74.92,74,80.64,84,85,79.31,80,$700 - 800/month,$700 - 800/month,$500 - 600/month,$600 - 700/month,$600 - 700/month,$700 - 800/month,> $800/ month,> $800/ month,7,5,8,8,9,6,3,1,Occasionally,Never,Never,Occasionally,About half the time,About half the time,Most of the time,Most of the time,5,None,INTEG 440,98,SYDE 522,91,SYDE 292,60,> $20k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data",7,7,7,1,Yes,1,5-10,5,Mutual friends,University,1,"Marijuana, Alcohol",Weekly,Once or twice a term,Never,Multiple times a week,Monthly,Never
1997,Male,Heterosexual,Southeast Asian,GTA,Hindu,2,Bachelors,No,$100 - 150k,"Yes, but not engineering",75 - 100%,90.5,"Local volunteering, Leadership program, Student club member, Student club leader, Music, Engineering related job",International Business and Technology,Website/research,"Business, Computer Science",Software,Waterloo Works,Waterloo Works,External Applications,External Applications,Networking/ Referral,Networking/ Referral,Software,Software,Software,Software,Software,Software,KW,GTA,Cali,Cali,Cali,Cali,18,cad,23,cad,30,usd,45,usd,47.5,usd,50,usd,Yes,,"Family, Scholarships, RESP",Hardware,Software,Software,Software,Software,Software,72.9,77.8,65.4,66.31,72,69.2,76.2,75,71.35,71.85,> $800/ month,> $800/ month,$600 - 700/month,$700 - 800/month,$700 - 800/month,> $800/ month,> $800/ month,> $800/ month,8,7,9,10,10,5,3,2,Most of the time,Occasionally,Never,Occasionally,Never,Never,Never,Never,5,None,SYDE 352,74,SYDE 223,78,SYDE 283,50,> $20k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on a written quiz/test, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data, Plagiarism",7,3,9,3,No,1,5-10,4,Mutual friends,High school or before,4,"Marijuana, Alcohol, Tobacco",Monthly,Once or twice a term,Never,Weekly,Monthly,Never
1997,Female,Heterosexual,Cauasian,GTA,Catholic,3,Bachelors,Yes,$150 - 200k,"Yes, engineering",0 - 25%,87,"Organized sports, Leadership program, Student club member, Student club leader, Non-engineering related job",French immersion,Word of mouth,Math,Finance,Networking/ Referral,Waterloo Works,Waterloo Works,Previous Employer,Waterloo Works,Networking/ Referral,Other,Mechanical,Hardware,Hardware,Project Management,Product Management,Other Ontario,GTA,KW,KW,GTA,Other Ontario,17,cad,19,cad,21,cad,23,cad,22,cad,30,cad,No,,,Consulting,Consulting,Manufacturing,Manufacturing,Healthcare/ Biotech,Software,68.82,76.58,74.2,70.69,78,76.54,83,80,75.18,76,> $800/ month,> $800/ month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,8,5,7,8,7,8,6,6,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,5,None,SYDE 384,80,BME 488,80,SYDE 111,53,< $10k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data",9,8,6,2,No,1,20-30,2,Mutual friends,University,1,"Marijuana, Alcohol",Multiple times a week,Once or twice a term,Never,Weekly,Monthly,Never
1997,Female,Heterosexual,Southeast Asian,GTA,Christian,2,Bachelors,No,,"Yes, but not engineering",75 - 100%,94,"Organized sports, Local volunteering, Leadership program, Student club member, Student club leader, Music, Non-engineering related job, Engineering related job","AP, Private school",Word of mouth,None,Healthcare,Waterloo Works,Previous Employer,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Software,Software,UI/UX Design,Product Management,Other,Product Management,GTA,GTA,KW,GTA,Other Canada,GTA,14.86,cad,18,cad,24.22,cad,31.25,cad,23.73,cad,30,cad,No,,"Family, Co-op",Software,Software,Software,Software,Manufacturing,Other,76.63,84.42,73.8,70.62,76,80.09,84.8,85,77.95,78.92,$700 - 800/month,$700 - 800/month,$500 - 600/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,8,6,10,9,7,4,3,3,Almost always,Almost always,Almost always,Almost always,Almost always,Most of the time,Most of the time,About half the time,5,None,SYDE 162,94,SYDE 543,85,SYDE 533,89,> $20k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials",9,5,8,3,No,0,5-10,3,Mutual friends,Have not had sex,,None,Monthly,Never,Never,Weekly,Never,Never
1997,Male,Heterosexual,Cauasian,Other Canada,Catholic,2,Masters,Yes,$150 - 200k,"Yes, engineering",0 - 25%,93,"Organized sports, Local volunteering, Leadership program, Non-engineering related job",French immersion,Website/research,"Business, Math",Finance,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Networking/ Referral,Previous Employer,Project Management,Project Management,Software,Software,UI/UX Design,UI/UX Design,GTA,GTA,KW,KW,KW,KW,18,cad,20,cad,21,cad,20,cad,22,cad,23,cad,No,,"Family, Co-op, Scholarships, RESP",Manufacturing,Finance,Software,Other,Other,Other,67.09,76.25,68,76.54,82.8,78.27,83.2,89.5,75.96,77.24,> $800/ month,> $800/ month,$500 - 600/month,$700 - 800/month,$700 - 800/month,$700 - 800/month,$700 - 800/month,$700 - 800/month,9,8,9,10,8,8,7,7,Almost always,Almost always,Almost always,Most of the time,Almost always,Almost always,Most of the time,Most of the time,5,None,SYDE 348,90,SYDE 348,90,SYDE 283,43,< $10k savings,Systems Design Engineering,Cheated on an assignment/project,"Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data",9,9,10,1,No,0,20-30,4,Bars/clubs,University,1,None,Never,Never,Never,Never,Never,Never
1987,Male,Heterosexual,Cauasian,Other Ontario,Christian,3,Masters,Yes,$150 - 200k,"Yes, but not engineering",0 - 25%,87,"Organized sports, Local volunteering, Leadership program, Student club member, Music, Theatre, Religious activities, Non-engineering related job",Private school,Word of mouth,None,Manufacturing,Networking/ Referral,Networking/ Referral,Waterloo Works,Waterloo Works,Waterloo Works,Networking/ Referral,Product Management,Product Management,Project Management,Project Management,UI/UX Design,UI/UX Design,KW,KW,GTA,GTA,KW,GTA,,,,,,,,,,,,,Yes,,"Co-op, Student loans, Scholarships, Bursaries",Software,Other,Healthcare/ Biotech,Healthcare/ Biotech,Other,Consulting,74.18,75.42,72.75,71.91,74,75.82,83,88,75.35,77,$600 - 700/month,$600 - 700/month,$600 - 700/month,$500 - 600/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,$600 - 700/month,8,8,10,8,6,8,10,8,Most of the time,Most of the time,Most of the time,Almost always,Most of the time,Almost always,Almost always,Almost always,6,None,BME 450,87,SYDE 348,89,SYDE 283,51,> $20k loans/debt,"Might have applied directly to a UX program elsewhere. Happy with SYDE, but might have been a better fit elsewhere.",No,,6,8,10,1,No,10-May,10-20,1,Mutual friends,University,1,"Marijuana, Alcohol",Multiple times a week,Never,Never,Multiple times a week,Once or twice a term,Never
1997,Female,Heterosexual,East Asian,Other Canada,Agnostic,3,Bachelors,Yes,$150 - 200k,No,0 - 25%,88,"Organized sports, Local volunteering, Leadership program, Student club member, Student club leader, Non-engineering related job",None,Website/research,Business,Arts/Media,Waterloo Works,Waterloo Works,Waterloo Works,Waterloo Works,Networking/ Referral,Waterloo Works,Software,Software,Mechanical,Product Management,Product Management,Product Management,GTA,GTA,GTA,Cali,Cali,Cali,17,cad,20,cad,22,cad,35,usd,,,,,No,,"Family, Co-op, Scholarships, RESP, High school savings",Software,Software,Manufacturing,Software,Software,Software,74,79,76,81,81,81,76,89,79,79,$700 - 800/month,$700 - 800/month,< $500/ month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$500 - 600/month,9,5,6,7,7,10,8,5,Almost always,Almost always,Most of the time,Most of the time,About half the time,About half the time,Occasionally,Occasionally,5,None,BET 340,88,SYDE 361,87,SYDE 533,82,> $20k savings,Systems Design Engineering,"Cheated on an assignment/project, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data",10,8,8,5,Yes,4,0-5,2,Mutual friends,University,3,"Marijuana, Alcohol, Psilocybin (magic mushrooms), LSD",Multiple times a week,Never,Never,Multiple times a week,Monthly,Once or twice a term
1997,Male,Heterosexual,Cauasian,GTA,Catholic,3,Masters,Yes,$300k +,"Yes, but not engineering",75 - 100%,86,"Organized sports, Local volunteering, Leadership program, Student club member, Student club leader, Music, Religious activities, Non-engineering related job",ICT SHSM,OUAC Application,"Arts, Computer Science",Game Development,Waterloo Works,Waterloo Works,Waterloo Works,Previous Employer,Previous Employer,Waterloo Works,Other,Software,Software,Software,Software,Software,GTA,GTA,Other Ontario,Other Ontario,Other Ontario,GTA,18,cad,21,cad,26.5,cad,28,cad,28.12,cad,31,cad,No,,"Family, Co-op, Scholarships",Consulting,Software,Software,Software,Software,Software,75.82,73,69.4,75.54,77.8,77.09,83.4,89.5,75.92,77.2,> $800/ month,> $800/ month,< $500/ month,$500 - 600/month,$500 - 600/month,$500 - 600/month,$600 - 700/month,$600 - 700/month,7,9,8,4,4,7,6,5,Almost always,Most of the time,Almost always,Almost always,Almost always,Almost always,Most of the time,Most of the time,5,None,SYDE 533,91,SYDE 223,74,SYDE 533,94,< $10k savings,UOIT Game Development and Entrepreneurship,"Cheated on an assignment/project, Cheated on an online quiz/test","Unauthorized collaboration, Unauthorized use of previous terms' materials, Fabricating data",8,3,9,0,No,0,10-20,4,School Events,High school or before,2,"Marijuana, Alcohol",Monthly,Never,Never,Weekly,Once or twice a term,Never
